Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2016-08-01,9008.74,9080.71,9008.74,9080.71,9080.69,1830200.0,9080.69,9080.69,10000.0,1.101238,10000.0,0.0,174.58354400000002,1335000.0,7646.768815736722
2016-09-01,9055.73,9069.13,8980.21,9001.15,9001.13,1891700.0,9001.13,9001.13,10000.0,1.110972,10000.0,0.0,175.69451600000002,1345000.0,7655.332850571158
2016-10-03,9219.52,9256.58,9212.38,9234.2,9234.18,1379500.0,9234.18,9234.18,10000.0,1.082933,10000.0,0.0,176.77744900000002,1355000.0,7665.004827623686
2016-11-01,9272.3,9289.12,9236.82,9272.7,9272.68,1119300.0,9272.68,9272.68,10000.0,1.078437,10000.0,0.0,177.85588600000003,1365000.0,7674.753030102134
2016-12-01,9245.55,9278.96,9241.78,9263.53,9263.52,1996000.0,9263.52,9263.52,10000.0,1.079503,10000.0,0.0,178.93538900000001,1375000.0,7684.337948375321
2017-01-03,9252.56,9273.65,9235.95,9272.88,9272.87,1186600.0,9272.87,9272.87,10000.0,1.078415,10000.0,0.0,180.01380400000002,1385000.0,7693.854411298368
2017-02-02,9502.25,9521.34,9413.77,9428.97,9428.96,3341600.0,9428.96,9428.96,10000.0,1.060562,10000.0,0.0,181.07436600000003,1395000.0,7704.017033531956
2017-03-01,9751.12,9758.78,9674.78,9674.78,9674.77,2474000.0,9674.77,9674.77,10000.0,1.033616,10000.0,0.0,182.10798200000002,1405000.0,7715.20273065241
2017-04-05,9856.44,9949.48,9856.44,9949.48,9949.47,2734200.0,9949.47,9949.47,10000.0,1.005079,10000.0,0.0,183.11306100000002,1415000.0,7727.466256489481
2017-05-02,9926.44,9951.14,9925.75,9941.27,9941.26,2064300.0,9941.26,9941.26,10000.0,1.005909,10000.0,0.0,184.11897000000002,1425000.0,7739.5610023236595
2017-06-01,10064.44,10100.37,10059.93,10087.42,10087.42,1983100.0,10087.42,10087.42,10000.0,0.991334,10000.0,0.0,185.110304,1435000.0,7752.134640759921
2017-07-03,10368.99,10412.79,10363.5,10412.79,10412.79,2157100.0,10412.79,10412.79,10000.0,0.960357,10000.0,0.0,186.070661,1445000.0,7765.866968140668
2017-08-01,10408.53,10470.03,10408.53,10437.29,10437.29,2391000.0,10437.29,10437.29,10000.0,0.958103,10000.0,0.0,187.028764,1455000.0,7779.55202655352
2017-09-01,10576.27,10619.52,10568.72,10594.82,10594.82,3121700.0,10594.82,10594.82,10000.0,0.943857,10000.0,0.0,187.972621,1465000.0,7793.688209518556
2017-10-02,10425.1,10472.81,10414.53,10465.16,10465.16,1730200.0,10465.16,10465.16,10000.0,0.955552,10000.0,0.0,188.92817300000002,1475000.0,7807.199829323496
2017-11-01,10816.04,10843.41,10785.32,10806.36,10806.36,2414200.0,10806.36,10806.36,10000.0,0.925381,10000.0,0.0,189.853554,1485000.0,7821.818284212894
2017-12-01,10591.62,10665.92,10495.15,10600.37,10600.37,3776200.0,10600.37,10600.37,10000.0,0.943363,10000.0,0.0,190.796917,1495000.0,7835.556378513181
2018-01-02,10664.82,10710.73,10650.77,10710.73,10710.73,2375900.0,10710.73,10710.73,10000.0,0.933643,10000.0,0.0,191.73056,1505000.0,7849.557211954109
2018-02-01,11139.4,11212.1,11139.4,11160.25,11160.25,2257600.0,11160.25,11160.25,10000.0,0.896037,10000.0,0.0,192.626597,1515000.0,7864.9575063613875
2018-03-01,10779.1,10805.55,10709.69,10785.79,10785.79,2508100.0,10785.79,10785.79,10000.0,0.927146,10000.0,0.0,193.553743,1525000.0,7878.948639086768
2018-04-02,10936.26,10969.88,10882.05,10888.27,10888.27,2071400.0,10888.27,10888.27,10000.0,0.91842,10000.0,0.0,194.472163,1535000.0,7893.160523956326
2018-05-02,10665.52,10683.9,10601.1,10618.81,10618.81,2252100.0,10618.81,10618.81,10000.0,0.941725,10000.0,0.0,195.413888,1545000.0,7906.295789990117
2018-06-01,10882.68,10954.67,10876.97,10949.08,10949.08,2817400.0,10949.08,10949.08,10000.0,0.913319,10000.0,0.0,196.327207,1555000.0,7920.450882795883
2018-07-02,10852.17,10886.2,10777.94,10777.94,10777.94,2244500.0,10777.94,10777.94,10000.0,0.927821,10000.0,0.0,197.25502799999998,1565000.0,7933.891550789774
